logging_scheme,logging_seed,method,pehe,mae,ate,true_ate,ate_error,helpful_auroc,helpful_average_precision,harmful_auroc,sign_accuracy
randomized,401,failure_risk,0.61401532758599,0.4491887404483632,0.18911234848370104,0.4100197758734344,0.22090742738973337,0.7060324150699918,0.6168101952451978,0.8936156882400852,0.586687306501548
randomized,401,ensemble_uncertainty,0.6910911913853315,0.491390839394484,0.015100857434201038,0.4100197758734344,0.3949189184392334,0.703255182764328,0.6428695952710742,0.7711922811853894,0.7692307692307693
randomized,401,s_learner,0.5504145736496959,0.43162534666360014,0.34765572779632037,0.4100197758734344,0.06236404807711404,0.704091508401829,0.6025064581847221,0.7630474281060083,0.553475935828877
randomized,401,t_learner,0.5029290739753454,0.4224665190732314,0.3557708848393034,0.4100197758734344,0.054248891034131,0.7538414873621904,0.6780982234907506,0.8582482300607731,0.5162689804772235
randomized,401,ipw_learner,0.8226212506521524,0.6333333224343012,0.25420228532842687,0.4100197758734344,0.15581749054500754,0.6216099882178023,0.5183583179911655,0.7481099764008103,0.3712737127371274
randomized,401,dr_learner,0.5708275196614596,0.4301005099054694,0.358258026087842,0.4100197758734344,0.05176174978559239,0.7415569683283306,0.6428612427983139,0.8218574441868721,0.46894626657362176
randomized,401,reversibility_proxy,0.539232905788963,0.4155790734306793,0.5437872442825106,0.4100197758734344,0.13376746840907616,0.7267389261368418,0.6116311441059854,0.8613495395025375,0.4608171466845278
randomized,503,paired_label_oracle,0.48751502971763566,0.3701745196734908,0.39269558088356676,0.4100197758734344,0.017324194989867647,0.7906100092574411,0.7453194576460487,0.8758745274941002,0.4935158501440922
randomized,503,failure_risk,0.61401532758599,0.4491887404483632,0.18911234848370104,0.4100197758734344,0.22090742738973337,0.7060324150699918,0.6168101952451978,0.8936156882400852,0.586687306501548
randomized,503,ensemble_uncertainty,0.6910911913853315,0.491390839394484,0.015100857434201038,0.4100197758734344,0.3949189184392334,0.703255182764328,0.6428695952710742,0.7711922811853894,0.7692307692307693
randomized,503,s_learner,0.5724866129584939,0.45194598763994503,0.3029466850920068,0.4100197758734344,0.10707309078142763,0.6774290262855219,0.5697527414202099,0.7902387068479418,0.5475966069745523
randomized,503,t_learner,0.5324360367646443,0.42703567101480777,0.34299805403816597,0.4100197758734344,0.06702172183526844,0.7334891435464415,0.6526397904024827,0.8547501200843723,0.5099443118536198
randomized,503,ipw_learner,0.7847063966633723,0.6058643164755328,0.38129370565291054,0.4100197758734344,0.02872607022052387,0.6229188290739753,0.5177779737703417,0.5812292462878266,0.39864864864864863
randomized,503,dr_learner,0.6088537197798294,0.4613080804157037,0.34409383787535963,0.4100197758734344,0.06592593799807478,0.6971405377731646,0.6276462395941597,0.7484963348161143,0.4290830945558739
randomized,503,reversibility_proxy,0.5440995571053057,0.40959700837917995,0.5120333038275385,0.4100197758734344,0.10201352795410412,0.7304015765702584,0.6273742731095833,0.8693586450305955,0.4562334217506631
uncertainty_selective,101,paired_label_oracle,0.48751502971763566,0.3701745196734908,0.39269558088356676,0.4100197758734344,0.017324194989867647,0.7906100092574411,0.7453194576460487,0.8758745274941002,0.4935158501440922
uncertainty_selective,101,failure_risk,0.61401532758599,0.4491887404483632,0.18911234848370104,0.4100197758734344,0.22090742738973337,0.7060324150699918,0.6168101952451978,0.8936156882400852,0.586687306501548
uncertainty_selective,101,ensemble_uncertainty,0.6910911913853315,0.491390839394484,0.015100857434201038,0.4100197758734344,0.3949189184392334,0.703255182764328,0.6428695952710742,0.7711922811853894,0.7692307692307693
uncertainty_selective,101,s_learner,0.5260530497117064,0.4105224329646709,0.4342683644384519,0.4100197758734344,0.024248588565017493,0.7280942295284316,0.6113559470032751,0.8349153144122131,0.5688622754491018
uncertainty_selective,101,t_learner,0.523955024207575,0.41500995347943054,0.4285510989518722,0.4100197758734344,0.0185313230784378,0.7359911072460515,0.6577252232706703,0.9161393396403734,0.5393518518518519
uncertainty_selective,101,ipw_learner,0.8115519017616634,0.626707863217329,0.360667742140488,0.4100197758734344,0.04935203373294639,0.5890397508906781,0.4900436654441249,0.727653864628365,0.3960995292535306
uncertainty_selective,101,dr_learner,0.6102927101747494,0.4479346184861762,0.4282902752539792,0.4100197758734344,0.018270499380544813,0.7114957079137094,0.6159914593522416,0.8582795564187707,0.4485141672425708
uncertainty_selective,101,reversibility_proxy,0.536957171612656,0.3951051157009625,0.5861844696256779,0.4100197758734344,0.17616469375224353,0.7549022358122703,0.6650039984418723,0.9101664473821607,0.4535266974291364
uncertainty_selective,211,paired_label_oracle,0.48751502971763566,0.3701745196734908,0.39269558088356676,0.4100197758734344,0.017324194989867647,0.7906100092574411,0.7453194576460487,0.8758745274941002,0.4935158501440922
uncertainty_selective,211,failure_risk,0.61401532758599,0.4491887404483632,0.18911234848370104,0.4100197758734344,0.22090742738973337,0.7060324150699918,0.6168101952451978,0.8936156882400852,0.586687306501548
uncertainty_selective,211,ensemble_uncertainty,0.6910911913853315,0.491390839394484,0.015100857434201038,0.4100197758734344,0.3949189184392334,0.703255182764328,0.6428695952710742,0.7711922811853894,0.7692307692307693
uncertainty_selective,211,s_learner,0.5834696213254565,0.45551622937075503,0.2956999149173498,0.4100197758734344,0.1143198609560846,0.6712346059976997,0.5714298983010352,0.7255811039408558,0.5449490268767377
uncertainty_selective,211,t_learner,0.5243166359323427,0.4229982440202112,0.3134874359077738,0.4100197758734344,0.09653233996566063,0.7354019973630319,0.6542191887343229,0.8988785163836852,0.5359741309620049
